id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier
13613,Jaylen,Samuels,PIT,RB,24,2,RB,average,3.321,60,0.06550000000000011,NA,3.321,3.321,60
13613,Jaylen,Samuels,PIT,RB,24,2,RB,robust,3.321,60,0.06550000000000011,0,3.321,3.321,60
13613,Jaylen,Samuels,PIT,RB,24,2,RB,weighted,3.321,60,0.06550000000000056,NA,3.321,3.321,60
13614,Phillip,Lindsay,DEN,RB,26,2,RB,average,8.099,38,0.6225000000000005,NA,8.099,8.099,38
13614,Phillip,Lindsay,DEN,RB,26,2,RB,robust,8.099,38,0.6225000000000005,0,8.099,8.099,38
13614,Phillip,Lindsay,DEN,RB,26,2,RB,weighted,8.099,38,0.6225000000000005,NA,8.099,8.099,38
13617,Royce,Freeman,DEN,RB,24,2,RB,average,0.33799999999999997,89,0.03499999999999992,NA,0.33799999999999997,0.33799999999999997,89
13617,Royce,Freeman,DEN,RB,24,2,RB,robust,0.33799999999999997,89,0.03499999999999992,0,0.33799999999999997,0.33799999999999997,89
13617,Royce,Freeman,DEN,RB,24,2,RB,weighted,0.33799999999999997,89,0.034999999999999976,NA,0.33799999999999997,0.33799999999999997,89
13621,Kalen,Ballage,LAC,RB,25,2,RB,average,6.2330000000000005,45,0.30050000000000043,NA,6.2330000000000005,6.2330000000000005,45
13621,Kalen,Ballage,LAC,RB,25,2,RB,robust,6.2330000000000005,45,0.30050000000000043,0,6.2330000000000005,6.2330000000000005,45
13621,Kalen,Ballage,LAC,RB,25,2,RB,weighted,6.2330000000000005,45,0.30050000000000043,NA,6.2330000000000005,6.2330000000000005,45
13622,Nyheim,Hines,IND,RB,24,2,RB,average,12.506,24,0.12549999999999883,NA,12.506,12.506,24
